Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerid
Eli Morgan,CLE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20203
Mike Baumann,BAL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20206
Jake Walsh,STL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20227
Zach Logue,OAK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20231
Griffin Jax,MIN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253
Jonathan Arauz,BOS,5,7,9,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,20275
Jhonathan Diaz,LAA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298
David Peterson,NYM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20302
Stuart Fairchild,SEA,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20321
Matt Peacock,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20339
Riley O'Brien,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20348
Steven Wilson,SDP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20353
Brusdar Graterol,LAD,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20367
Matt Manning,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20369
Bruce Zimmermann,BAL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20370
Andres Munoz,SEA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20373
Anthony Kay,TOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20387
Josh Fleming,TBR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20418
Jovani Moran,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20422
Rony Garcia,DET,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20430
Huascar Ynoa,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20468
Casey Mize,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20492
Kyle Nelson,ARI,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20515
Nick Sandlin,CLE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20517
Denyi Reyes,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20526
Kutter Crawford,BOS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20531
Mickey McDonald,OAK,4,4,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,20533
Edwin Uceta,ARI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20539
Phoenix Sanders,TBR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20541
Bowden Francis,TOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20548
Kirk McCarty,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20555
Anderson Severino,CHW,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20582
JC Mejia,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20617
Yusei Kikuchi,TOR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20633
Felix Bautista,BAL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20666
Cristopher Sanchez,PHI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20778
Elvin Rodriguez,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20962
Francisco Perez,WSN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21018
Adrian Martinez,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21023
Oliver Ortega,LAA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21025
Jhoan Duran,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21029
Emmanuel Clase,CLE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21032
Seth Martinez,HOU,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21045
Luis Gil,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21052
Dauri Moreta,CIN,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21101
Miguel Yajure,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111
Alexis Diaz,CIN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21132
Dany Jimenez,OAK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21170
Humberto Castellanos,ARI,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21183
Connor Brogdon,PHI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21205
Bailey Ober,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21224
Lucas Gilbreath,COL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21290
Tylor Megill,NYM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21318
Parker Mushinski,HOU,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21324
Bennett Sousa,CHW,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21345
Glenn Otto,TEX,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21366
Joe Ryan,MIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21390
Ryan Feltner,COL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21446
Davis Martin,CHW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21448
Konnor Pilkington,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21453
Kris Bubic,KCR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21455
Cole Sands,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21461
Sean Hjelle,SFG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21481
Shane McClanahan,TBR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21483
Daniel Lynch,KCR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21537
Jackson Kowar,KCR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21549
Jake Cousins,MIL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21620
Elvis Peguero,LAA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21652
Kervin Castro,SFG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21656
Sebastian Rivero,KCR,2,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21735
Mason Thompson,WSN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21850
Gregory Santos,SFG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21894
Camilo Doval,SFG,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21992
Luis Frias,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21997
John King,TEX,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22051
Aaron Fletcher,PIT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22052
Max Kranick,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22175
Hunter Greene,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22182
MacKenzie Gore,SDP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22201
Jon Heasley,KCR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22224
Logan Gilbert,SEA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22250
Joe Perez,HOU,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22254
Tarik Skubal,DET,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22267
Dylan Coleman,KCR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22276
Trevor Rogers,MIA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286
Joe Barlow,TEX,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22296
Angel De Jesus,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22323
Colin Holderman,NYM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22361
Logan Gillaspie,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22461
Carlos Hernandez,KCR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22713
Roansy Contreras,PIT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22810
Luis Patino,TBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22815
Francisco Morales,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22913
Joan Adon,WSN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22925
Michael Grove,LAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23221
Spencer Howard,TEX,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23252
Packy Naughton,STL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23292
Collin Snider,KCR,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23307
Damon Jones,PHI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23310
Beau Sulser,PIT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23420
Jared Solomon,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23425
JP Sears,NYY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23429
Brandon Hughes,CHC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23460
Tommy Romero,TBR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23465
Ron Marinaccio,NYY,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23488
Nicklaus Snyder,TEX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23493
Aaron Ashby,MIL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23550
Luis Garcia,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23735
Justin Bruihl,LAD,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23779
Ray Kerr,SDP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23809
Josiah Gray,WSN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24580
Kyle Bradish,BAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24586
Josh Winder,MIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24606
Ethan Roberts,CHC,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24930
Andrew Wantz,LAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24933
Austin Warren,LAA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24937
Alex Vesia,LAD,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25007
William Woods,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25075
Cam Alldred,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25078
Penn Murfee,SEA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25174
Brady Singer,KCR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25377
Sammy Long,SFG,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25379
Drew Rasmussen,TBR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25385
George Kirby,SEA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25436
Matt Brash,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25756
Yennier Cano,MIN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25911
Beau Brieske,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26079
Neil Pallante,STL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26108
Ryan Pepiot,LAD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26221
Tyler Holton,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26231
Nick Lodolo,CIN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26378
Alek Manoah,TOR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26410
Reid Detmers,LAA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27468
Spencer Strider,ATL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27498
Hirokazu Sawamura,BOS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27515
Bryce Elder,ATL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27779
Chase Silseth,LAA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30074
Robert Suarez,SDP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30115
